frm_category,to_category,item_count
G0852,G0025,1
G0852,G0570,1
G0852,G0647,1
G0852,G0712,1
G0852,G0718,1
G0852,G0852,1
G0853,G0570,1
G0853,G0647,1
G0853,G0853,1
G0854,G0570,1
G0854,G0647,1
G0854,G0854,1
G0855,G0570,1
G0855,G0647,1
G0855,G0855,1
G0856,G0576,1
G0856,G0588,2
G0856,G0694,1
G0856,G0698,2
G0856,G0708,2
G0856,G0710,2
G0856,G0856,4
G0857,G0576,1
G0857,G0588,1
G0857,G0698,1
G0857,G0708,1
G0857,G0711,1
G0857,G0857,1
G0858,G0577,4
G0858,G0588,6
G0858,G0694,2
G0858,G0708,6
G0858,G0710,4
G0858,G0711,2
G0858,G0858,6
G0859,G0578,16
G0859,G0588,16
G0859,G0600,16
G0859,G0699,16
G0859,G0708,16
G0859,G0859,16
G0860,G0579,3
G0860,G0588,3
G0860,G0708,3
G0860,G0860,3
G0861,G0580,10
G0861,G0588,10
G0861,G0708,10
G0861,G0861,10
G0862,G0581,14
G0862,G0588,14
G0862,G0708,14
G0862,G0862,14
G0863,G0574,1
G0863,G0588,1
G0863,G0708,1
G0863,G0863,1
G0864,G0575,2
G0864,G0588,2
G0864,G0708,2
G0864,G0864,2
G0865,G0110,2
G0865,G0671,1
G0865,G0672,1
G0865,G0675,2
G0865,G0865,2
G0865,G1128,2
G0865,G1129,1
G0865,G1130,1
G0866,G0866,1
G0867,G0867,1
G0868,G0868,1
G0869,G0869,1
G0870,G0870,1
G0871,G0673,1
G0871,G0674,1
G0871,G0675,2
G0871,G0871,2
G0872,G0570,1
G0872,G0806,1
G0872,G0872,1
G0880,G0038,1
G0880,G0043,1
G0880,G0222,1
G0880,G0557,1
G0880,G0564,1
G0880,G0570,1
G0880,G0587,1
G0880,G0588,1
G0880,G0664,1
G0880,G0708,1
G0880,G0880,1
G0881,G0038,1
G0881,G0043,1
G0881,G0222,1
G0881,G0558,1
G0881,G0564,1
G0881,G0570,1
G0881,G0588,1
G0881,G0602,1
G0881,G0666,1
G0881,G0708,1
G0881,G0881,1
G0882,G0038,1
G0882,G0043,1
G0882,G0222,1
G0882,G0564,1
G0882,G0570,1
G0882,G0588,1
G0882,G0602,1
G0882,G0670,1
G0882,G0708,1
G0882,G0882,1
G0883,G0028,1
G0883,G0883,1
G0884,G0028,1
G0884,G0131,1
G0884,G0884,1
G0885,G0033,2
G0885,G0037,2
G0885,G0042,2
G0885,G0122,2
G0885,G0132,2
G0885,G0165,2
G0885,G0207,2
G0885,G0570,2
G0885,G0636,2
G0885,G0668,1
G0885,G0885,2
G0886,G0008,1
G0886,G0038,2
G0886,G0043,2
G0886,G0126,2
G0886,G0132,2
G0886,G0155,2
G0886,G0167,2
G0886,G0222,2
G0886,G0425,2
G0886,G0544,1
G0886,G0570,2
G0886,G0636,2
G0886,G0886,2
G0887,G0033,1
G0887,G0037,1
G0887,G0042,1
G0887,G0122,1
G0887,G0132,1
G0887,G0165,1
G0887,G0207,1
G0887,G0548,1
G0887,G0570,1
G0887,G0643,1
G0887,G0887,1
G0888,G0038,1
G0888,G0043,1
G0888,G0131,1
G0888,G0132,1
G0888,G0152,1
G0888,G0167,1
G0888,G0222,1
G0888,G0407,1
G0888,G0570,1
G0888,G0888,1
G0889,G0008,1
G0889,G0033,1
G0889,G0037,1
G0889,G0042,1
G0889,G0122,1
G0889,G0132,1
G0889,G0165,1
G0889,G0207,1
G0889,G0549,1
G0889,G0570,1
G0889,G0643,1
G0889,G0889,1
G0890,G0008,6
G0890,G0033,6
G0890,G0037,6
G0890,G0042,6
G0890,G0082,6
G0890,G0122,6
G0890,G0132,6
G0890,G0165,6
G0890,G0207,2
G0890,G0291,2
G0890,G0531,2
G0890,G0570,6
G0890,G0643,6
G0890,G0649,4
G0890,G0806,4
G0890,G0808,6
G0890,G0890,6
G0890,G1106,2
G0890,G1116,2
G0890,G1182,1
G0890,G1206,1
G0891,G0008,3
G0891,G0033,3
G0891,G0042,3
G0891,G0061,3
G0891,G0083,3
G0891,G0122,3
G0891,G0132,3
G0891,G0165,3
G0891,G0210,2
G0891,G0294,2
G0891,G0531,1
G0891,G0570,3
G0891,G0643,3
G0891,G0652,2
G0891,G0806,2
G0891,G0809,3
G0891,G0891,3
G0891,G1185,1
G0892,G0004,3
G0892,G0033,3
G0892,G0039,3
G0892,G0042,3
G0892,G0091,3
G0892,G0122,3
G0892,G0132,3
G0892,G0211,2
G0892,G0295,2
G0892,G0531,1
G0892,G0544,1
G0892,G0570,3
G0892,G0643,3
G0892,G0646,2
G0892,G0806,2
G0892,G0810,3
G0892,G0892,3
G0892,G1186,1
G0893,G0008,3
G0893,G0033,3
G0893,G0036,3
G0893,G0042,3
G0893,G0094,3
G0893,G0123,3
G0893,G0132,3
G0893,G0165,3
G0893,G0202,2
G0893,G0286,2
G0893,G0339,2
G0893,G0531,2
G0893,G0544,1
G0893,G0570,3
G0893,G0643,3
G0893,G0806,2
G0893,G0811,3
G0893,G0893,3
G0893,G1177,1
G0894,G0008,3
G0894,G0033,3
G0894,G0036,3
G0894,G0042,3
G0894,G0095,3
G0894,G0123,3
G0894,G0132,3
G0894,G0165,3
G0894,G0203,2
G0894,G0287,2
G0894,G0345,1
G0894,G0531,1
G0894,G0544,1
G0894,G0570,3
G0894,G0643,3
G0894,G0806,2
G0894,G0812,3
G0894,G0894,3
G0894,G1264,1
G0895,G0008,3
G0895,G0033,3
G0895,G0036,3
G0895,G0042,3
G0895,G0096,3
G0895,G0123,3
G0895,G0132,3
G0895,G0165,3
G0895,G0204,2
G0895,G0288,2
G0895,G0346,1
G0895,G0531,1
G0895,G0544,1
G0895,G0570,3
G0895,G0643,3
G0895,G0806,2
G0895,G0813,3
G0895,G0895,3
G0895,G1179,1
G0896,G0008,3
G0896,G0033,3
G0896,G0036,3
G0896,G0042,3
G0896,G0097,3
G0896,G0123,3
G0896,G0132,3
G0896,G0165,3
G0896,G0205,2
G0896,G0289,2
G0896,G0340,1
G0896,G0531,1
G0896,G0544,1
G0896,G0570,3
G0896,G0643,3
G0896,G0806,2
G0896,G0814,3
G0896,G0896,3
G0896,G1180,1
G0897,G0003,3
G0897,G0033,3
G0897,G0040,3
G0897,G0042,3
G0897,G0099,3
G0897,G0123,3
G0897,G0132,3
G0897,G0202,2
G0897,G0223,2
G0897,G0286,2
G0897,G0308,2
G0897,G0342,2
G0897,G0531,2
G0897,G0544,2
G0897,G0570,3
G0897,G0646,3
G0897,G0806,2
G0897,G0815,3
G0897,G0897,3
G0897,G1177,1
G0897,G1200,1
G0898,G0003,3
G0898,G0033,3
G0898,G0040,3
G0898,G0042,3
G0898,G0100,3
G0898,G0123,3
G0898,G0132,3
G0898,G0224,2
G0898,G0287,2
G0898,G0309,2
G0898,G0343,2
G0898,G0531,2
G0898,G0544,2
G0898,G0570,3
G0898,G0646,3
G0898,G0806,2
G0898,G0816,3
G0898,G0898,3
G0898,G1201,1
G0898,G1264,1
G0899,G0003,3
G0899,G0033,3
G0899,G0040,3
G0899,G0042,3
G0899,G0101,3
G0899,G0123,3
G0899,G0132,3
G0899,G0225,2
G0899,G0310,2
G0899,G0344,2
G0899,G0531,2
G0899,G0544,2
G0899,G0570,3
G0899,G0646,3
G0899,G0806,2
G0899,G0817,3
G0899,G0899,3
G0899,G1202,1
G0900,G0004,3
G0900,G0033,3
G0900,G0039,3
G0900,G0042,3
G0900,G0102,3
G0900,G0123,3
G0900,G0132,3
G0900,G0209,2
G0900,G0293,2
G0900,G0341,1
G0900,G0531,1
G0900,G0544,1
G0900,G0570,3
G0900,G0646,3
G0900,G0806,2
G0900,G0818,3
G0900,G0900,3
G0900,G1184,1
G0901,G0042,3
G0901,G0106,3
G0901,G0123,3
G0901,G0132,3
G0901,G0217,2
G0901,G0304,2
G0901,G0357,2
G0901,G0531,2
G0901,G0544,2
G0901,G0570,3
G0901,G0643,3
G0901,G0806,2
G0901,G0819,3
G0901,G0901,3
G0901,G1195,1
G0902,G0042,3
G0902,G0107,3
G0902,G0123,2
G0902,G0132,2
G0902,G0218,2
G0902,G0305,2
G0902,G0358,2
G0902,G0531,2
G0902,G0544,2
G0902,G0570,3
G0902,G0643,3
G0902,G0806,2
G0902,G0820,3
G0902,G0902,3
G0902,G1196,1
G0903,G0042,3
G0903,G0252,2
G0903,G0254,2
G0903,G0570,3
G0903,G0643,3
G0903,G0806,1
G0903,G0821,3
G0903,G0903,3
G0903,G1197,1
G0904,G0007,3
G0904,G0013,1
G0904,G0015,1
G0904,G0018,1
G0904,G0019,3
G0904,G0033,3
G0904,G0035,3
G0904,G0042,3
G0904,G0124,3
G0904,G0132,3
G0904,G0166,3
G0904,G0212,2
G0904,G0296,2
G0904,G0570,3
G0904,G0607,1
G0904,G0644,3
G0904,G0653,2
G0904,G0806,2
G0904,G0822,3
G0904,G0904,3
G0904,G1187,1
G0905,G0007,3
G0905,G0014,1
G0905,G0016,1
G0905,G0018,1
G0905,G0019,3
G0905,G0033,3
G0905,G0042,3
G0905,G0124,3
G0905,G0132,3
G0905,G0166,3
G0905,G0213,2
G0905,G0297,2
G0905,G0391,1
G0905,G0531,1
G0905,G0570,3
G0905,G0608,1
G0905,G0644,3
G0905,G0806,2
G0905,G0823,3
G0905,G0905,3
G0905,G1188,1
G0906,G0015,1
G0906,G0018,1
G0906,G0019,2
G0906,G0033,3
G0906,G0042,3
G0906,G0124,2
G0906,G0132,1
G0906,G0136,1
G0906,G0139,1
G0906,G0260,2
G0906,G0298,2
G0906,G0390,1
G0906,G0437,1
G0906,G0528,3
G0906,G0570,3
G0906,G0607,1
G0906,G0644,3
G0906,G0696,3
G0906,G0806,2
G0906,G0824,3
G0906,G0906,3
G0906,G1189,1
G0907,G0016,1
G0907,G0018,1
G0907,G0019,3
G0907,G0033,3
G0907,G0042,3
G0907,G0124,1
G0907,G0261,2
G0907,G0299,2
G0907,G0391,1
G0907,G0437,1
G0907,G0528,3
G0907,G0531,1
G0907,G0570,3
G0907,G0608,1
G0907,G0644,3
G0907,G0653,2
G0907,G0696,3
G0907,G0806,2
G0907,G0825,3
G0907,G0907,3
G0907,G1190,1
G0908,G0007,3
G0908,G0015,1
G0908,G0018,1
G0908,G0019,3
G0908,G0033,1
G0908,G0042,3
G0908,G0124,2
G0908,G0132,1
G0908,G0136,1
G0908,G0139,1
G0908,G0264,2
G0908,G0300,2
G0908,G0390,1
G0908,G0437,1
G0908,G0531,1
G0908,G0570,3
G0908,G0605,1
G0908,G0607,1
G0908,G0644,3
G0908,G0653,2
G0908,G0806,2
G0908,G0826,3
G0908,G0908,3
G0908,G1191,1
G0909,G0007,3
G0909,G0016,1
G0909,G0018,1
G0909,G0019,3
G0909,G0042,3
G0909,G0124,2
G0909,G0265,2
G0909,G0301,2
G0909,G0570,3
G0909,G0606,1
G0909,G0608,1
G0909,G0644,3
G0909,G0653,2
G0909,G0806,2
G0909,G0827,3
G0909,G0909,3
G0909,G1192,1
G0910,G0007,2
G0910,G0013,1
G0910,G0015,1
G0910,G0018,1
G0910,G0019,2
G0910,G0033,2
G0910,G0042,2
G0910,G0124,2
G0910,G0132,2
G0910,G0165,2
G0910,G0216,2
G0910,G0303,2
G0910,G0570,2
G0910,G0644,2
G0910,G0653,1
G0910,G0806,1
G0910,G0828,2
G0910,G0910,2
G0911,G0018,1
G0911,G0042,1
G0911,G0219,1
G0911,G0306,1
G0911,G0570,1
G0911,G0644,1
G0911,G0829,1
G0911,G0911,1
G0912,G0018,1
G0912,G0019,3
G0912,G0042,3
G0912,G0124,2
G0912,G0220,2
G0912,G0307,2
G0912,G0570,3
G0912,G0571,1
G0912,G0644,3
G0912,G0653,2
G0912,G0806,2
G0912,G0830,3
G0912,G0912,3
G0912,G1199,1
G0913,G0008,3
G0913,G0033,3
G0913,G0042,3
G0913,G0060,3
G0913,G0111,3
G0913,G0126,3
G0913,G0132,3
G0913,G0165,3
G0913,G0206,2
G0913,G0290,2
G0913,G0395,1
G0913,G0531,1
G0913,G0544,1
G0913,G0570,3
G0913,G0643,3
G0913,G0653,1
G0913,G0806,2
G0913,G0831,3
G0913,G0913,3
G0913,G1181,1
G0914,G0008,3
G0914,G0033,3
G0914,G0042,3
G0914,G0063,3
G0914,G0112,3
G0914,G0126,3
G0914,G0132,3
G0914,G0165,3
G0914,G0208,2
G0914,G0292,2
G0914,G0399,1
G0914,G0531,1
G0914,G0544,1
G0914,G0570,3
G0914,G0643,3
G0914,G0653,2
G0914,G0806,2
G0914,G0832,3
G0914,G0914,3
G0914,G1183,1
G0915,G0004,3
G0915,G0033,3
G0915,G0039,3
G0915,G0042,3
G0915,G0108,3
G0915,G0126,3
G0915,G0132,3
G0915,G0214,2
G0915,G0302,2
G0915,G0396,2
G0915,G0531,2
G0915,G0570,3
G0915,G0646,3
G0915,G0806,2
G0915,G0833,3
G0915,G0915,3
G0915,G1194,1
G0916,G0028,1
G0916,G0058,1
G0916,G0126,1
G0916,G0916,1
G0917,G0038,1
G0917,G0043,1
G0917,G0081,1
G0917,G0128,1
G0917,G0132,1
G0917,G0154,1
G0917,G0200,1
G0917,G0222,1
G0917,G0420,1
G0917,G0570,1
G0917,G0587,1
G0917,G0588,1
G0917,G0664,1
G0917,G0665,1
G0917,G0708,1
G0917,G0804,1
G0917,G0917,1
G0918,G0038,1
G0918,G0043,1
G0918,G0179,1
G0918,G0200,1
G0918,G0222,1
G0918,G0466,1
G0918,G0570,1
G0918,G0588,1
G0918,G0602,1
G0918,G0666,1
G0918,G0667,1
G0918,G0708,1
G0918,G0918,1
G0919,G0038,1
G0919,G0043,1
G0919,G0200,1
G0919,G0222,1
G0919,G0467,1
G0919,G0570,1
G0919,G0588,1
G0919,G0602,1
G0919,G0670,1
G0919,G0708,1
G0919,G0919,1
G0920,G0031,1
G0920,G0130,1
G0920,G0146,1
G0920,G0624,1
G0920,G0634,1
G0920,G0920,1
G0921,G0038,2
G0921,G0043,2
G0921,G0222,2
G0921,G0537,2
G0921,G0570,2
G0921,G0588,2
G0921,G0641,2
G0921,G0669,1
G0921,G0708,2
G0921,G0921,2
G0922,G0038,2
G0922,G0043,2
G0922,G0222,2
G0922,G0538,2
G0922,G0566,1
G0922,G0570,2
G0922,G0588,2
G0922,G0601,2
G0922,G0676,1
G0922,G0708,2
G0922,G0922,2
G0923,G0043,1
G0923,G0222,1
G0923,G0566,1
G0923,G0570,1
G0923,G0601,1
G0923,G0670,1
G0923,G0923,1
G0924,G0043,1
G0924,G0222,1
G0924,G0537,1
G0924,G0570,1
G0924,G0641,1
G0924,G0924,1
G0925,G0043,1
G0925,G0222,1
G0925,G0537,1
G0925,G0570,1
G0925,G0641,1
G0925,G0925,1
G0926,G0043,1
G0926,G0222,1
G0926,G0537,1
G0926,G0570,1
G0926,G0641,1
G0926,G0926,1
G0927,G0043,1
G0927,G0222,1
G0927,G0537,1
G0927,G0570,1
G0927,G0641,1
G0927,G0927,1
G0928,G0043,1
G0928,G0222,1
G0928,G0537,1
G0928,G0570,1
G0928,G0641,1
G0928,G0928,1
G0929,G0043,1
G0929,G0222,1
G0929,G0537,1
G0929,G0570,1
G0929,G0641,1
G0929,G0929,1
G0930,G0043,1
G0930,G0222,1
G0930,G0537,1
G0930,G0570,1
G0930,G0641,1
G0930,G0930,1
G0931,G0043,1
G0931,G0222,1
G0931,G0537,1
G0931,G0570,1
G0931,G0641,1
G0931,G0931,1
G0932,G0043,1
G0932,G0222,1
G0932,G0537,1
G0932,G0570,1
G0932,G0641,1
G0932,G0932,1
G0933,G0043,1
G0933,G0222,1
G0933,G0537,1
G0933,G0570,1
G0933,G0641,1
G0933,G0933,1
G0934,G0043,1
G0934,G0222,1
G0934,G0537,1
G0934,G0570,1
G0934,G0641,1
G0934,G0934,1
G0935,G0043,1
G0935,G0222,1
G0935,G0537,1
G0935,G0570,1
G0935,G0641,1
G0935,G0935,1
G0936,G0043,1
G0936,G0222,1
G0936,G0537,1
G0936,G0570,1
G0936,G0641,1
G0936,G0936,1
G0937,G0043,1
G0937,G0222,1
G0937,G0537,1
G0937,G0570,1
G0937,G0641,1
G0937,G0937,1
G0938,G0043,1
G0938,G0222,1
G0938,G0539,1
G0938,G0570,1
G0938,G0641,1
G0938,G0938,1
G0939,G0043,1
G0939,G0222,1
G0939,G0567,1
G0939,G0570,1
G0939,G0601,1
G0939,G0939,1
G0940,G0038,2
G0940,G0043,2
G0940,G0222,2
G0940,G0511,1
G0940,G0560,2
G0940,G0570,2
G0940,G0587,2
G0940,G0588,2
G0940,G0708,2
G0940,G0940,2
G0941,G0038,2
G0941,G0043,2
G0941,G0222,2
G0941,G0512,2
G0941,G0560,2
G0941,G0570,2
G0941,G0588,2
G0941,G0602,2
G0941,G0677,1
G0941,G0708,2
G0941,G0941,2
G0942,G0043,1
G0942,G0222,1
G0942,G0560,1
G0942,G0570,1
G0942,G0588,1
G0942,G0602,1
G0942,G0670,1
G0942,G0708,1
G0942,G0942,1
G0943,G0043,2
G0943,G0222,2
G0943,G0515,1
G0943,G0561,2
G0943,G0570,2
G0943,G0587,2
G0943,G0588,2
G0943,G0708,2
G0943,G0943,2
G0944,G0043,2
G0944,G0222,2
G0944,G0516,1
G0944,G0561,2
G0944,G0570,2
G0944,G0588,2
G0944,G0602,2
G0944,G0708,2
G0944,G0944,2
G0945,G0043,1
G0945,G0222,1
G0945,G0561,1
G0945,G0570,1
G0945,G0588,1
G0945,G0602,1
G0945,G0670,1
G0945,G0708,1
G0945,G0945,1
G0946,G0038,2
G0946,G0043,2
G0946,G0222,2
G0946,G0513,1
G0946,G0562,2
G0946,G0570,2
G0946,G0587,2
G0946,G0588,2
G0946,G0708,2
G0946,G0946,2
G0947,G0038,2
G0947,G0043,2
G0947,G0222,2
G0947,G0514,1
G0947,G0562,2
G0947,G0570,2
G0947,G0588,2
G0947,G0602,2
G0947,G0708,2
G0947,G0947,2
G0948,G0043,1
G0948,G0222,1
G0948,G0562,1
G0948,G0570,1
G0948,G0588,1
G0948,G0602,1
G0948,G0670,1
G0948,G0708,1
G0948,G0948,1
G0949,G0038,1
G0949,G0043,1
G0949,G0131,1
G0949,G0132,1
G0949,G0157,1
G0949,G0167,1
G0949,G0187,1
G0949,G0199,1
G0949,G0222,1
G0949,G0428,1
G0949,G0570,1
G0949,G0587,1
G0949,G0588,1
G0949,G0708,1
G0949,G0949,1
G0950,G0031,1
G0950,G0045,1
G0950,G0130,1
G0950,G0146,1
G0950,G0622,1
G0950,G0634,1
G0950,G0950,1
G0951,G0038,4
G0951,G0043,4
G0951,G0080,1
G0951,G0128,2
G0951,G0132,2
G0951,G0154,2
G0951,G0200,2
G0951,G0222,4
G0951,G0419,1
G0951,G0532,2
G0951,G0570,4
G0951,G0582,1
G0951,G0583,1
G0951,G0586,4
G0951,G0588,4
G0951,G0617,2
G0951,G0637,2
G0951,G0639,1
G0951,G0641,1
G0951,G0659,2
G0951,G0664,3
G0951,G0665,2
G0951,G0708,4
G0951,G0722,2
G0951,G0725,1
G0951,G0846,1
G0951,G0951,4
G0952,G0038,4
G0952,G0043,4
G0952,G0178,2
G0952,G0200,2
G0952,G0222,4
G0952,G0464,1
G0952,G0570,4
G0952,G0584,1
G0952,G0585,1
G0952,G0588,3
G0952,G0592,4
G0952,G0599,1
G0952,G0601,1
G0952,G0638,2
G0952,G0640,1
G0952,G0666,3
G0952,G0667,2
G0952,G0708,4
G0952,G0726,1
G0952,G0952,4
G0953,G0038,3
G0953,G0043,3
G0953,G0200,1
G0953,G0222,3
G0953,G0465,1
G0953,G0569,1
G0953,G0570,3
G0953,G0588,2
G0953,G0593,3
G0953,G0599,1
G0953,G0601,1
G0953,G0638,1
G0953,G0640,1
G0953,G0670,3
G0953,G0708,2
G0953,G0953,3
G0954,G0031,1
G0954,G0130,1
G0954,G0146,1
G0954,G0634,1
G0954,G0954,1
G0955,G0031,1
G0955,G0130,1
G0955,G0146,1
G0955,G0634,1
G0955,G0955,1
G0956,G0031,1
G0956,G0130,1
G0956,G0146,1
G0956,G0634,1
G0956,G0956,1
G0957,G0031,1
G0957,G0130,1
G0957,G0146,1
G0957,G0634,1
G0957,G0957,1
G0958,G0038,1
G0958,G0043,1
G0958,G0131,1
G0958,G0132,1
G0958,G0153,1
G0958,G0167,1
G0958,G0222,1
G0958,G0410,1
G0958,G0555,1
G0958,G0563,1
G0958,G0570,1
G0958,G0587,1
G0958,G0588,1
G0958,G0664,1
G0958,G0708,1
G0958,G0958,1
G0959,G0038,1
G0959,G0043,1
G0959,G0222,1
G0959,G0556,1
G0959,G0563,1
G0959,G0570,1
G0959,G0588,1
G0959,G0602,1
G0959,G0666,1
G0959,G0708,1
G0959,G0959,1
G0960,G0038,1
G0960,G0043,1
G0960,G0222,1
G0960,G0563,1
G0960,G0570,1
G0960,G0588,1
G0960,G0602,1
G0960,G0670,1
G0960,G0708,1
G0960,G0960,1
G0961,G0001,1
G0961,G0031,1
G0961,G0032,1
G0961,G0048,1
G0961,G0121,1
G0961,G0961,1
G0962,G0038,1
G0962,G0043,1
G0962,G0222,1
G0962,G0559,1
G0962,G0565,1
G0962,G0570,1
G0962,G0587,1
G0962,G0588,1
G0962,G0664,1
G0962,G0708,1
G0962,G0962,1
G0963,G0038,1
G0963,G0043,1
G0963,G0222,1
G0963,G0565,1
G0963,G0570,1
G0963,G0588,1
G0963,G0602,1
G0963,G0666,1
G0963,G0708,1
G0963,G0963,1
G0964,G0727,1
G0964,G0964,1
G0965,G0008,6
G0965,G0033,6
G0965,G0037,6
G0965,G0042,6
G0965,G0082,6
G0965,G0122,6
G0965,G0132,6
G0965,G0165,6
G0965,G0531,2
G0965,G0570,6
G0965,G0643,6
G0965,G0649,4
G0965,G0806,4
G0965,G0965,6
G0965,G0966,6
G0965,G1104,2
G0965,G1105,2
G0965,G1117,2
G0965,G1118,2
G0965,G1204,1
G0965,G1205,1
G0966,G0008,6
G0966,G0033,6
G0966,G0037,6
G0966,G0042,6
G0966,G0082,6
G0966,G0122,6
G0966,G0132,6
G0966,G0165,6
G0966,G0531,2
G0966,G0570,6
G0966,G0643,6
G0966,G0649,4
G0966,G0806,4
G0966,G0965,6
G0966,G0966,6
G0966,G1104,2
G0966,G1105,2
G0966,G1117,2
G0966,G1118,2
G0966,G1204,1
G0966,G1205,1
G0967,G0008,3
G0967,G0033,3
G0967,G0042,3
G0967,G0061,3
G0967,G0083,3
G0967,G0122,3
G0967,G0132,3
G0967,G0165,3
G0967,G0531,1
G0967,G0570,3
G0967,G0643,3
G0967,G0652,2
G0967,G0806,2
G0967,G0967,3
G0967,G0968,3
G0967,G1107,2
G0967,G1119,2
G0967,G1265,1
G0968,G0008,3
G0968,G0033,3
G0968,G0042,3
G0968,G0061,3
G0968,G0083,3
G0968,G0122,3
G0968,G0132,3
G0968,G0165,3
G0968,G0531,1
G0968,G0570,3
G0968,G0643,3
G0968,G0652,2
G0968,G0806,2
G0968,G0967,3
G0968,G0968,3
G0968,G1107,2
G0968,G1119,2
G0968,G1265,1
G0969,G0008,3
G0969,G0033,3
G0969,G0042,3
G0969,G0060,3
G0969,G0111,3
G0969,G0126,3
G0969,G0132,3
G0969,G0165,3
G0969,G0398,1
G0969,G0531,1
G0969,G0570,3
G0969,G0643,3
G0969,G0806,2
G0969,G0969,3
G0969,G0970,3
G0969,G1102,2
G0969,G1120,2
G0969,G1203,1
G0970,G0008,3
G0970,G0033,3
G0970,G0042,3
G0970,G0060,3
G0970,G0111,3
G0970,G0126,3
G0970,G0132,3
G0970,G0165,3
G0970,G0398,1
G0970,G0531,1
G0970,G0570,3
G0970,G0643,3
G0970,G0806,2
G0970,G0969,3
G0970,G0970,3
G0970,G1102,2
G0970,G1120,2
G0970,G1203,1
G0971,G0008,3
G0971,G0033,3
G0971,G0042,3
G0971,G0063,3
G0971,G0112,3
G0971,G0126,3
G0971,G0132,3
G0971,G0165,3
G0971,G0400,1
G0971,G0531,1
G0971,G0570,3
G0971,G0643,3
G0971,G0806,2
G0971,G0971,3
G0971,G0972,3
G0971,G1103,2
G0971,G1121,2
G0971,G1207,1
G0972,G0008,3
G0972,G0033,3
G0972,G0042,3
G0972,G0063,3
G0972,G0112,3
G0972,G0126,3
G0972,G0132,3
G0972,G0165,3
G0972,G0400,1
G0972,G0531,1
G0972,G0570,3
G0972,G0643,3
G0972,G0806,2
G0972,G0971,3
G0972,G0972,3
G0972,G1103,2
G0972,G1121,2
G0972,G1207,1
G1100,G0006,3
G1100,G0013,5
G1100,G0033,2
G1100,G0035,2
G1100,G0042,5
G1100,G0132,5
G1100,G0193,2
G1100,G0263,2
G1100,G0367,2
G1100,G0368,1
G1100,G0455,1
G1100,G0457,1
G1100,G0544,5
G1100,G0570,5
G1100,G1100,5
G1100,G1102,3
G1100,G1108,3
G1100,G1131,3
G1101,G0006,3
G1101,G0014,5
G1101,G0033,2
G1101,G0035,2
G1101,G0042,5
G1101,G0132,5
G1101,G0192,2
G1101,G0262,2
G1101,G0386,2
G1101,G0387,1
G1101,G0443,1
G1101,G0449,1
G1101,G0544,5
G1101,G0570,5
G1101,G1101,5
G1101,G1103,3
G1101,G1109,3
G1101,G1131,3
G1102,G0005,1
G1102,G0006,3
G1102,G0008,4
G1102,G0013,3
G1102,G0033,6
G1102,G0042,10
G1102,G0060,4
G1102,G0111,4
G1102,G0124,2
G1102,G0126,4
G1102,G0132,9
G1102,G0140,1
G1102,G0165,3
G1102,G0367,2
G1102,G0368,1
G1102,G0390,1
G1102,G0393,1
G1102,G0395,1
G1102,G0398,2
G1102,G0531,5
G1102,G0543,2
G1102,G0544,5
G1102,G0570,10
G1102,G0643,4
G1102,G0644,2
G1102,G0653,1
G1102,G0806,5
G1102,G0969,2
G1102,G0970,2
G1102,G1100,3
G1102,G1102,10
G1102,G1108,3
G1102,G1120,2
G1102,G1131,1
G1103,G0005,1
G1103,G0006,3
G1103,G0008,4
G1103,G0014,3
G1103,G0033,6
G1103,G0042,10
G1103,G0063,4
G1103,G0112,4
G1103,G0124,2
G1103,G0126,4
G1103,G0132,9
G1103,G0141,1
G1103,G0165,3
G1103,G0386,2
G1103,G0387,1
G1103,G0391,1
G1103,G0394,1
G1103,G0399,1
G1103,G0400,2
G1103,G0531,5
G1103,G0543,2
G1103,G0544,5
G1103,G0570,10
G1103,G0643,4
G1103,G0644,2
G1103,G0653,1
G1103,G0806,5
G1103,G0971,2
G1103,G0972,2
G1103,G1101,3
G1103,G1103,10
G1103,G1109,3
G1103,G1121,2
G1103,G1131,1
G1104,G0008,5
G1104,G0033,5
G1104,G0037,5
G1104,G0042,6
G1104,G0082,4
G1104,G0122,4
G1104,G0132,4
G1104,G0165,3
G1104,G0531,2
G1104,G0544,2
G1104,G0570,6
G1104,G0643,4
G1104,G0649,2
G1104,G0806,3
G1104,G0965,2
G1104,G0966,2
G1104,G1104,6
G1104,G1117,2
G1105,G0008,5
G1105,G0033,5
G1105,G0037,5
G1105,G0042,6
G1105,G0082,4
G1105,G0122,4
G1105,G0132,4
G1105,G0165,3
G1105,G0531,2
G1105,G0544,2
G1105,G0570,6
G1105,G0643,4
G1105,G0649,2
G1105,G0806,3
G1105,G0965,2
G1105,G0966,2
G1105,G1105,6
G1105,G1118,2
G1106,G0008,5
G1106,G0033,5
G1106,G0037,5
G1106,G0042,6
G1106,G0082,4
G1106,G0122,4
G1106,G0132,4
G1106,G0165,3
G1106,G0531,2
G1106,G0544,2
G1106,G0570,6
G1106,G0643,4
G1106,G0649,2
G1106,G0806,3
G1106,G0808,2
G1106,G0890,2
G1106,G1106,6
G1106,G1116,2
G1107,G0008,5
G1107,G0033,5
G1107,G0042,6
G1107,G0061,4
G1107,G0083,4
G1107,G0122,4
G1107,G0132,4
G1107,G0165,3
G1107,G0531,2
G1107,G0544,2
G1107,G0570,6
